farm,cur_date,muEMB,sigEMB,prop_ext
1,2017-09-05 00:00:00,3.78198893697,0.670753561654,0.330467821789
2,2017-09-05 00:00:00,3.77807456718,0.672790377237,0.330467821789
3,2017-09-05 00:00:00,3.77808917144,0.672130912095,0.330467821789
4,2017-09-05 00:00:00,3.78002408842,0.666408805704,0.330467821789
5,2017-09-05 00:00:00,3.77856753655,0.668392591978,0.330467821789
6,2017-09-05 00:00:00,3.78030530641,0.671428926353,0.330467821789
7,2017-09-05 00:00:00,3.7749149469,0.674190450767,0.330467821789
8,2017-09-05 00:00:00,3.77067545334,0.668904772682,0.330467821789
9,2017-09-05 00:00:00,3.78430571668,0.670976253584,0.330467821789
1,2017-10-10 00:00:00,3.96460986654,0.6659320994,0.0811973036481
2,2017-10-10 00:00:00,3.96210515611,0.66484381728,0.0811973036481
3,2017-10-10 00:00:00,3.96134997205,0.668782086921,0.0811973036481
4,2017-10-10 00:00:00,3.96386653607,0.66546643359,0.0811973036481
5,2017-10-10 00:00:00,3.96435043615,0.66571635507,0.0811973036481
6,2017-10-10 00:00:00,3.962851242,0.668215657475,0.0811973036481
7,2017-10-10 00:00:00,3.96092841932,0.668896973486,0.0811973036481
8,2017-10-10 00:00:00,3.9648901774,0.665382761732,0.0811973036481
9,2017-10-10 00:00:00,3.96117906414,0.667235936062,0.0811973036481
1,2017-11-14 00:00:00,4.17407037754,0.643616712553,0.0405591236139
2,2017-11-14 00:00:00,4.1707491941,0.643391325062,0.0405591236139
3,2017-11-14 00:00:00,4.17214812992,0.641806995363,0.0405591236139
4,2017-11-14 00:00:00,4.17110628116,0.642950473557,0.0405591236139
5,2017-11-14 00:00:00,4.17180729974,0.641348850896,0.0405591236139
6,2017-11-14 00:00:00,4.1699613067,0.643073833213,0.0405591236139
7,2017-11-14 00:00:00,4.16964111917,0.64253309443,0.0405591236139
8,2017-11-14 00:00:00,4.1715046757,0.641811463454,0.0405591236139
9,2017-11-14 00:00:00,4.17388700772,0.641604481615,0.0405591236139
1,2017-12-19 00:00:00,4.35264877367,0.629458740692,0.0283440378316
2,2017-12-19 00:00:00,4.35180271168,0.62892842053,0.0283440378316
3,2017-12-19 00:00:00,4.35468757225,0.627783662127,0.0283440378316
4,2017-12-19 00:00:00,4.3511470649,0.628646055904,0.0283440378316
5,2017-12-19 00:00:00,4.35181512936,0.629797375463,0.0283440378316
6,2017-12-19 00:00:00,4.35328472853,0.628741204642,0.0283440378316
7,2017-12-19 00:00:00,4.3512023693,0.628719973134,0.0283440378316
8,2017-12-19 00:00:00,4.35182827988,0.628534915925,0.0283440378316
9,2017-12-19 00:00:00,4.35309338203,0.629892147849,0.0283440378316
1,2018-01-23 00:00:00,4.50521438852,0.611310408326,0.0302997049626
2,2018-01-23 00:00:00,4.50537183134,0.611032442863,0.0302997049626
3,2018-01-23 00:00:00,4.5071477342,0.612021435447,0.0302997049626
4,2018-01-23 00:00:00,4.50661617092,0.611269741872,0.0302997049626
5,2018-01-23 00:00:00,4.50558059991,0.61078053108,0.0302997049626
6,2018-01-23 00:00:00,4.50464196331,0.612550281552,0.0302997049626
7,2018-01-23 00:00:00,4.5060705575,0.610068713676,0.0302997049626
8,2018-01-23 00:00:00,4.5054095642,0.611689735482,0.0302997049626
9,2018-01-23 00:00:00,4.50692927008,0.610332433135,0.0302997049626
1,2018-02-27 00:00:00,4.63369329211,0.598790200786,0.0388950872932
2,2018-02-27 00:00:00,4.63483777947,0.598534341264,0.0388950872932
3,2018-02-27 00:00:00,4.63436058171,0.599202803162,0.0388950872932
4,2018-02-27 00:00:00,4.63290222181,0.599289219071,0.0388950872932
5,2018-02-27 00:00:00,4.63200538492,0.598381941709,0.0388950872932
6,2018-02-27 00:00:00,4.63579864114,0.598585378816,0.0388950872932
7,2018-02-27 00:00:00,4.63157407336,0.598603520373,0.0388950872932
8,2018-02-27 00:00:00,4.63362975174,0.599911392313,0.0388950872932
9,2018-02-27 00:00:00,4.63458345783,0.598113692007,0.0388950872932
1,2018-04-03 00:00:00,4.73813621194,0.590144902142,0.0460461409131
2,2018-04-03 00:00:00,4.73875072673,0.587068747897,0.0460461409131
3,2018-04-03 00:00:00,4.74100440322,0.589046925745,0.0460461409131
4,2018-04-03 00:00:00,4.73926927831,0.588253311428,0.0460461409131
5,2018-04-03 00:00:00,4.7402623003,0.588613556481,0.0460461409131
6,2018-04-03 00:00:00,4.73905665269,0.588303300156,0.0460461409131
7,2018-04-03 00:00:00,4.73697796764,0.588418155832,0.0460461409131
8,2018-04-03 00:00:00,4.74033008757,0.588290758784,0.0460461409131
9,2018-04-03 00:00:00,4.73979469912,0.589532290917,0.0460461409131
1,2018-05-08 00:00:00,4.82867588707,0.580819590374,0.039026594146
2,2018-05-08 00:00:00,4.82882682722,0.579304127997,0.039026594146
3,2018-05-08 00:00:00,4.82885064839,0.580193649274,0.039026594146
4,2018-05-08 00:00:00,4.83049999252,0.581472800487,0.039026594146
5,2018-05-08 00:00:00,4.82859672243,0.580514672316,0.039026594146
6,2018-05-08 00:00:00,4.83126152029,0.579539908573,0.039026594146
7,2018-05-08 00:00:00,4.82863097123,0.581511874638,0.039026594146
8,2018-05-08 00:00:00,4.82909737483,0.581349338224,0.039026594146
9,2018-05-08 00:00:00,4.83057345978,0.579661722451,0.039026594146
1,2018-06-12 00:00:00,4.91365795554,0.572131046773,0.0241132265258
2,2018-06-12 00:00:00,4.91192761206,0.572455862793,0.0241132265258
3,2018-06-12 00:00:00,4.91452396492,0.571670707872,0.0241132265258
4,2018-06-12 00:00:00,4.91361168604,0.571773552414,0.0241132265258
5,2018-06-12 00:00:00,4.91384788491,0.571468258198,0.0241132265258
6,2018-06-12 00:00:00,4.91256267736,0.573126929987,0.0241132265258
7,2018-06-12 00:00:00,4.91383360426,0.571600160245,0.0241132265258
8,2018-06-12 00:00:00,4.91249152648,0.573175708025,0.0241132265258
9,2018-06-12 00:00:00,4.91280802109,0.57175686581,0.0241132265258
1,2018-07-17 00:00:00,4.99529180297,0.566336994715,0.00995860723345
2,2018-07-17 00:00:00,4.9952035971,0.565402472374,0.00995860723345
3,2018-07-17 00:00:00,4.99378977079,0.565814170372,0.00995860723345
4,2018-07-17 00:00:00,4.99510544766,0.564868310898,0.00995860723345
5,2018-07-17 00:00:00,4.9952081762,0.565255037257,0.00995860723345
6,2018-07-17 00:00:00,4.99520347438,0.565199977206,0.00995860723345
7,2018-07-17 00:00:00,4.9938398038,0.564647965514,0.00995860723345
8,2018-07-17 00:00:00,4.99421426405,0.566010302417,0.00995860723345
9,2018-07-17 00:00:00,4.99506458084,0.564901129709,0.00995860723345
1,2018-08-21 00:00:00,5.0727966538,0.557617967752,0.00335400015583
2,2018-08-21 00:00:00,5.07327062445,0.557823009713,0.00335400015583
3,2018-08-21 00:00:00,5.0733844971,0.557919052535,0.00335400015583
4,2018-08-21 00:00:00,5.07299888415,0.557771997727,0.00335400015583
5,2018-08-21 00:00:00,5.07300518368,0.557574713761,0.00335400015583
6,2018-08-21 00:00:00,5.0728545338,0.557634289904,0.00335400015583
7,2018-08-21 00:00:00,5.07269008589,0.557329504268,0.00335400015583
8,2018-08-21 00:00:00,5.07314358669,0.557920110512,0.00335400015583
9,2018-08-21 00:00:00,5.07302737884,0.557563126721,0.00335400015583
